"id_empleado","nombre","apellido","puesto","salario","id_sucursal","fecha_contratacion"
"94","Elisabet","Pelayo","Cajero Part-Time","522.00","1","2025-03-06"
"95","Aránzazu","Quintana","Auxiliar de Servicios","1793.59","1","2017-12-05"
"96","Ricardo","Alvarez","Auxiliar de Servicios","1206.54","1","2019-12-24"
"97","Ildefonso","Cañizares","Encargado de cajas","1912.48","1","2016-05-18"
"98","Dan","Heredia","Encargado de almacén","1822.23","1","2019-01-08"
"99","Concepción","Capdevila","Auxiliar de Servicios","1318.05","1","2022-07-21"
"100","Marisol","Cañete","Cajero","1641.54","1","2017-02-16"
"101","Ascensión","Garriga","Reponedor","1555.17","1","2020-02-27"
"102","Constanza","Amat","Auxiliar de Servicios","1419.39","1","2015-10-17"
"103","Lino","Valentín","Auxiliar de Servicios Part-Time","522.00","1","2018-11-29"
"104","Marcos","Canales","Encargado de cajas","2185.55","1","2022-02-01"
"105","Regina","Luján","Reponedor Part-Time","522.00","1","2017-06-26"
"106","Tere","Morán","Cajero","1484.07","1","2021-02-22"
"107","Crescencia","Ponce","Encargado de cajas","2184.11","1","2019-10-06"
"108","Carina","Hernandez","Encargado de almacén","2194.77","1","2015-12-22"
"109","Sergio","Barberá","Encargado de cajas","2206.88","1","2024-08-31"
"110","Eloy","Juárez","Cajero Part-Time","522.00","1","2023-07-06"
"111","Rolando","Lobo","Reponedor","1496.16","1","2019-04-29"
"112","Lidia","Codina","Encargado de almacén","2054.88","1","2023-08-21"
"113","Aránzazu","Bueno","Reponedor","1304.84","1","2021-09-11"
"114","Clímaco","Pinedo","Encargado de almacén","2298.17","1","2022-10-08"
"115","Guillermo","Vigil","Reponedor","1400.08","1","2016-04-22"
"116","Ramona","Quintero","Asistente de recursos humanos","2496.26","1","2021-10-26"
"117","Marcela","Hernández","Cajero","1353.47","1","2017-10-25"
"118","Octavia","Escalona","Reponedor","1349.33","1","2023-12-27"
"119","Florentino","Lledó","Reponedor","1304.56","1","2016-10-07"
"120","Teresita","Pallarès","Cajero","1598.46","1","2018-05-09"
"121","Baldomero","Infante","Encargado de cajas","2259.41","1","2015-08-25"
"122","Nico","Redondo","Encargado de cajas","2065.61","1","2024-09-23"
"123","María Manuela","Mur","Reponedor Part-Time","522.00","1","2024-12-25"
"124","Judith","Tolosa","Asistente de recursos humanos","2763.15","1","2015-10-17"
"125","Bibiana","Español","Auxiliar de Servicios Part-Time","522.00","1","2017-07-20"
"126","Alonso","Alcalá","Reponedor Part-Time","522.00","1","2020-07-26"
"127","Dorita","Amador","Reponedor","1684.87","1","2018-02-20"
"128","Áurea","Alvarez","Encargado de almacén","1895.99","1","2020-12-15"
"129","Irene","Rey","Cajero","1715.35","1","2024-04-02"
"130","Paz","Gimeno","Cajero Part-Time","522.00","1","2021-07-12"
"131","Dalila","Vergara","Auxiliar de Servicios Part-Time","522.00","1","2018-05-03"
"132","Leocadia","Tenorio","Cajero","1572.65","1","2020-12-21"
"133","Natalio","Arce","Cajero Part-Time","522.00","1","2015-04-29"
"134","Aroa","Espinosa","Cajero","1288.15","1","2016-09-01"
"135","Marianela","Roldán","Cajero","1400.18","1","2021-08-10"
"136","Estefanía","Cardona","Asistente de recursos humanos","2107.25","1","2022-10-01"
"137","Salomé","Losa","Auxiliar de Servicios","1389.06","1","2020-06-21"
"138","Tecla","Bayo","Auxiliar de Servicios","1340.04","1","2016-02-02"
"139","Porfirio","Fiol","Encargado de cajas","1991.99","1","2021-08-25"
"140","Alonso","Anguita","Reponedor","1204.45","1","2018-08-04"
"141","Trini","Osuna","Encargado de almacén","1958.71","1","2021-12-13"
"142","Graciela","Jiménez","Encargado de cajas","2291.94","1","2020-07-09"
"143","Susana","Vera","Encargado de almacén","2196.88","1","2021-07-16"
"144","Rosa María","Soria","Asistente de recursos humanos","2739.90","1","2020-10-09"
"145","Rosario","Pazos","Encargado de cajas","2005.50","1","2019-09-20"
"146","Melisa","Conesa","Reponedor Part-Time","522.00","1","2015-11-05"
"147","Concepción","Quintana","Auxiliar de Servicios","1501.58","1","2015-06-29"
"148","Basilio","Castillo","Auxiliar de Servicios","1659.34","1","2016-08-22"
"149","Ainoa","Mármol","Auxiliar de Servicios Part-Time","522.00","1","2023-02-10"
"150","Leandro","Llobet","Asistente de recursos humanos","2512.77","1","2020-11-20"
"151","Hilario","Iborra","Asistente de recursos humanos","2095.95","1","2015-06-13"
"152","Paz","Chaparro","Cajero","1638.22","1","2017-09-18"
"153","Flavio","Amigó","Cajero","1483.42","1","2015-12-27"
"154","Salomé","Bustos","Encargado de almacén","1906.07","1","2019-02-18"
"155","Porfirio","Cerdá","Auxiliar de Servicios Part-Time","522.00","1","2024-06-29"
"156","Severino","Rojas","Encargado de almacén","2049.28","1","2015-05-14"
"157","Omar","Peralta","Auxiliar de Servicios Part-Time","522.00","1","2023-01-15"
"158","Ale","Amor","Auxiliar de Servicios","1585.28","1","2016-04-21"
"159","Leocadia","Ortega","Asistente de recursos humanos","2277.96","1","2017-03-11"
"160","Adora","Frías","Reponedor Part-Time","522.00","1","2018-01-11"
"161","Marcia","Pavón","Reponedor Part-Time","522.00","1","2017-12-10"
"162","Urbano","Lastra","Reponedor Part-Time","522.00","1","2020-02-10"
"163","Melania","Casal","Reponedor Part-Time","522.00","1","2017-08-12"
"164","Horacio","Barreda","Encargado de almacén","2089.69","1","2023-02-02"
"165","Borja","Llorente","Reponedor Part-Time","522.00","1","2016-02-12"
"166","Ángel","Hoz","Asistente de recursos humanos","2806.57","1","2016-04-11"
"167","Cornelio","Ribera","Encargado de almacén","1909.08","1","2021-12-07"
"168","Amor","Lastra","Auxiliar de Servicios Part-Time","522.00","1","2015-05-12"
"169","Haroldo","Becerra","Cajero","1799.96","1","2018-03-02"
"170","Nydia","Ramírez","Cajero Part-Time","522.00","1","2023-08-08"
"171","Fabián","Galan","Cajero Part-Time","522.00","1","2018-05-29"
"172","Jordán","Andres","Encargado de almacén","1853.85","1","2017-11-01"
"173","Julieta","Hernandez","Reponedor Part-Time","522.00","1","2018-10-06"
"174","Zacarías","Alcalde","Encargado de cajas","1875.79","1","2016-04-29"
"175","Salvador","Ribes","Asistente de recursos humanos","2576.60","1","2023-04-29"
"176","Adriana","Román","Reponedor","1783.52","1","2022-01-23"
"177","Ariadna","Ramis","Cajero Part-Time","522.00","1","2022-01-24"
"178","Chucho","Frutos","Auxiliar de Servicios","1482.84","1","2016-05-25"
"179","Néstor","Murcia","Encargado de cajas","2083.68","1","2022-09-15"
"180","Valentín","Pelayo","Asistente de recursos humanos","2321.53","1","2023-06-25"
"181","Lalo","Amador","Cajero","1204.12","1","2015-07-16"
"182","Anabel","Portillo","Cajero","1673.81","1","2025-01-29"
"183","Dalila","Zaragoza","Reponedor","1202.10","1","2015-10-15"
"184","Cebrián","Gallego","Auxiliar de Servicios","1344.98","1","2024-06-07"
"185","Fito","Amador","Cajero Part-Time","522.00","1","2015-10-09"
"186","Octavio","Asenjo","Encargado de cajas","2481.05","1","2020-08-29"
"187","Leonel","Valbuena","Auxiliar de Servicios","1526.32","1","2020-01-01"
"188","Adrián","Arnau","Reponedor Part-Time","522.00","1","2020-09-30"
"189","León","Sastre","Reponedor Part-Time","522.00","1","2017-04-03"
"190","Virgilio","Ramis","Auxiliar de Servicios Part-Time","522.00","1","2023-11-21"
"191","Fidela","Alonso","Auxiliar de Servicios Part-Time","522.00","1","2024-09-24"
"192","Sebastian","Jódar","Encargado de almacén","2112.91","1","2023-07-30"
"193","Gala","Piñeiro","Cajero Part-Time","522.00","1","2020-03-12"
"194","Débora","Carro","Asistente de recursos humanos","2179.66","1","2023-01-16"
"195","Leocadia","Suarez","Auxiliar de Servicios","1333.99","2","2017-03-02"
"196","Emma","Quintanilla","Reponedor Part-Time","522.00","2","2024-04-25"
"197","Jenaro","Catalán","Encargado de cajas","2298.33","2","2015-12-26"
"198","Lupe","Quesada","Gerente de tienda","5976.91","2","2016-05-14"
"199","Maxi","Polo","Asistente de recursos humanos","2869.63","2","2015-08-15"
"200","Magdalena","Guitart","Reponedor Part-Time","522.00","2","2016-02-24"
"201","Apolinar","Roselló","Encargado de cajas","2465.70","2","2021-06-06"
"202","Yésica","Cisneros","Gerente de tienda","5674.61","2","2017-09-10"
"203","María Manuela","Carranza","Cajero","1325.84","2","2016-04-28"
"204","Néstor","Bellido","Encargado de almacén","2388.91","2","2016-10-14"
"205","Purificación","Asenjo","Encargado de almacén","2396.91","2","2017-11-07"
"206","Evaristo","Bayona","Auxiliar de Servicios Part-Time","522.00","2","2023-06-26"
"207","Francisco Jose","Solera","Encargado de almacén","2152.78","2","2024-10-26"
"208","Tomasa","Palau","Reponedor Part-Time","522.00","2","2023-08-12"
"209","Edmundo","Espinosa","Encargado de almacén","2473.39","2","2016-11-12"
"210","Adán","Tudela","Cajero Part-Time","522.00","2","2015-06-25"
"211","Eufemia","Rivera","Encargado de almacén","2300.21","2","2020-11-28"
"212","Edelmiro","Landa","Auxiliar de Servicios","1789.15","2","2020-03-07"
"213","Lucho","Jaume","Reponedor Part-Time","522.00","2","2019-08-26"
"214","Reina","Salvà","Auxiliar de Servicios","1259.13","2","2020-08-25"
"215","Rafael","Zaragoza","Cajero","1795.65","2","2017-01-28"
"216","Cosme","Manzanares","Cajero","1555.42","2","2021-12-13"
"217","Noemí","Ramón","Cajero","1784.87","2","2021-01-29"
"218","Lina","Conde","Reponedor Part-Time","522.00","2","2019-12-23"
"219","Tristán","Chaves","Cajero","1760.28","2","2019-01-12"
"220","Octavia","Farré","Cajero","1228.75","2","2023-09-28"
"221","Dorotea","Prada","Cajero Part-Time","522.00","2","2016-10-31"
"222","Elías","Garriga","Reponedor Part-Time","522.00","2","2016-07-17"
"223","Herminio","Porta","Cajero Part-Time","522.00","2","2019-07-28"
"224","Plinio","Huerta","Asistente de recursos humanos","2943.47","2","2017-11-09"
"225","Dionisia","Tormo","Cajero","1664.91","2","2015-11-17"
"226","Hilda","Manjón","Encargado de almacén","2254.74","2","2019-03-02"
"227","Rosa María","Saldaña","Auxiliar de Servicios Part-Time","522.00","2","2017-07-22"
"228","Moreno","Falcó","Cajero Part-Time","522.00","2","2018-12-22"
"229","Fulgencio","Carranza","Reponedor","1281.11","2","2023-03-25"
"230","Gema","Ramón","Cajero Part-Time","522.00","2","2020-10-12"
"231","Montserrat","Chacón","Cajero","1575.70","2","2016-05-12"
"232","Eva María","Colom","Asistente de recursos humanos","2730.70","2","2015-07-28"
"233","Silvio","Blanca","Encargado de almacén","2047.33","2","2017-11-30"
"234","Caridad","Barco","Reponedor","1482.00","2","2023-12-03"
"235","Susana","Murillo","Cajero Part-Time","522.00","2","2024-04-30"
"236","Aurora","Peinado","Auxiliar de Servicios","1690.55","2","2019-05-13"
"237","Sabina","Machado","Cajero","1749.60","2","2018-08-06"
"238","María José","Pereira","Encargado de almacén","2048.64","2","2017-01-05"
"239","Abril","Perales","Cajero","1489.08","2","2016-01-21"
"240","Florencio","Garcés","Auxiliar de Servicios","1694.77","2","2021-10-01"
"241","Lorena","Julián","Auxiliar de Servicios","1558.93","2","2015-05-08"
"242","Leandra","Mateos","Cajero","1636.30","2","2022-10-15"
"243","Etelvina","Cárdenas","Gerente de tienda","4989.43","2","2021-09-12"
"244","Chucho","Ricart","Auxiliar de Servicios","1201.68","2","2024-05-18"
"245","Elisabet","Alegria","Auxiliar de Servicios Part-Time","522.00","2","2019-06-07"
"246","Amor","Juan","Auxiliar de Servicios","1387.36","2","2019-01-05"
"247","Flavio","Mateo","Auxiliar de Servicios","1418.88","2","2016-09-15"
"248","Montserrat","Iñiguez","Auxiliar de Servicios","1396.50","2","2024-10-06"
"249","Hernán","Galván","Encargado de cajas","2301.86","2","2019-02-16"
"250","Casemiro","Colomer","Auxiliar de Servicios Part-Time","522.00","2","2016-06-07"
"251","Moisés","Carbonell","Auxiliar de Servicios","1638.03","2","2023-08-06"
"252","Alicia","Mayo","Auxiliar de Servicios","1721.13","2","2016-09-21"
"253","Nélida","Espada","Reponedor Part-Time","522.00","2","2017-01-30"
"254","Lucio","Barrio","Asistente de recursos humanos","2716.19","2","2018-06-28"
"255","Genoveva","Gil","Asistente de recursos humanos","2750.12","2","2017-04-20"
"256","Yésica","Bello","Cajero Part-Time","522.00","2","2017-12-16"
"257","Vasco","Lasa","Asistente de recursos humanos","2273.43","2","2020-03-04"
"258","Jaime","Carro","Cajero Part-Time","522.00","2","2022-11-02"
"259","Reyes","Ibañez","Cajero","1205.44","2","2019-10-14"
"260","Chuy","Vilar","Asistente de recursos humanos","2259.99","2","2020-09-15"
"261","Micaela","Terrón","Encargado de cajas","2364.11","2","2016-01-21"
"262","Lilia","Moreno","Auxiliar de Servicios Part-Time","522.00","2","2024-04-24"
"263","Berta","Sola","Cajero","1454.03","2","2016-02-03"
"264","Mamen","Lluch","Cajero Part-Time","522.00","2","2024-05-28"
"265","Felipa","Sevilla","Reponedor","1708.87","2","2021-07-13"
"266","Ariel","Bravo","Cajero Part-Time","522.00","2","2018-12-21"
"267","Alejo","Abril","Reponedor","1238.29","2","2019-01-26"
"268","Irene","Torrecilla","Reponedor","1772.12","2","2020-08-10"
"269","Eutimio","Alarcón","Encargado de almacén","2366.67","2","2024-12-05"
"270","Teodora","Alcántara","Encargado de cajas","2253.56","2","2021-06-07"
"271","Ildefonso","Bernal","Encargado de almacén","2216.56","2","2015-06-19"
"272","Vicenta","Zamorano","Encargado de cajas","2425.70","2","2019-02-23"
"273","Santiago","Urrutia","Auxiliar de Servicios Part-Time","522.00","2","2019-04-13"
"274","Jordi","Rosales","Auxiliar de Servicios Part-Time","522.00","2","2025-01-22"
"275","Eusebia","Dueñas","Reponedor Part-Time","522.00","2","2015-11-09"
"276","Noemí","Rosales","Asistente de recursos humanos","2503.61","2","2018-07-27"
"277","Cristian","Aller","Asistente de recursos humanos","2321.59","2","2019-10-06"
"278","Nazario","Requena","Gerente de tienda","5222.12","2","2021-04-17"
"279","Nicodemo","Andrade","Encargado de almacén","2402.68","2","2016-11-10"
"280","Calixto","Espinosa","Auxiliar de Servicios Part-Time","522.00","2","2024-03-27"
"281","Gisela","Cepeda","Auxiliar de Servicios","1321.12","2","2025-01-04"
"282","Teófilo","Cuervo","Encargado de almacén","1822.18","2","2023-01-17"
"283","Ruy","Robles","Auxiliar de Servicios Part-Time","522.00","2","2019-12-28"
"284","Virgilio","Blanch","Reponedor Part-Time","522.00","2","2019-02-17"
"285","Mirta","Peiró","Auxiliar de Servicios","1431.29","2","2024-11-03"
"286","Eugenio","Vega","Encargado de almacén","2047.73","2","2015-10-01"
"287","Esperanza","Marín","Asistente de recursos humanos","2212.62","2","2015-08-10"
"288","Maxi","Girona","Auxiliar de Servicios","1449.65","2","2020-05-10"
"289","Narciso","Galiano","Reponedor","1665.48","2","2016-02-02"
"290","Agapito","Campoy","Reponedor","1433.89","2","2022-10-26"
"291","Susana","Aguilar","Encargado de almacén","2429.93","2","2016-11-08"
"292","Maricela","Gisbert","Encargado de almacén","2054.88","2","2016-07-25"
"293","Leocadio","Gallart","Cajero","1787.93","2","2019-02-27"
"294","Osvaldo","Cantero","Encargado de cajas","2268.69","2","2022-12-11"
"295","Nydia","Torrijos","Encargado de almacén","2054.15","2","2020-01-14"
"296","Roxana","Belda","Reponedor Part-Time","522.00","2","2017-03-01"
"297","Corona","Vilalta","Reponedor Part-Time","522.00","2","2015-06-11"
"298","Juanito","Morcillo","Cajero","1444.97","2","2018-09-22"
"299","María Jesús","Barceló","Auxiliar de Servicios","1566.33","2","2020-01-23"
"300","Nieves","Posada","Auxiliar de Servicios","1246.24","2","2021-05-08"
"301","Iván","Montes","Encargado de almacén","2085.85","2","2016-12-26"
"302","Álvaro","Badía","Asistente de recursos humanos","2834.56","2","2016-04-27"
"303","Fabio","Lara","Supervisor de tienda","2664.88","2","2018-04-05"
"304","Jeremías","Bou","Reponedor Part-Time","522.00","2","2016-08-02"
"305","Herberto","Antón","Gerente de tienda","5641.38","2","2022-10-04"
"306","Arsenio","Barón","Auxiliar de Servicios Part-Time","522.00","2","2024-11-02"
"307","Herminia","Aller","Auxiliar de Servicios","1487.21","2","2019-09-15"
"308","Nazario","Vera","Reponedor","1611.73","2","2020-02-08"
"309","Ibán","Duran","Asistente de recursos humanos","2865.82","2","2023-10-01"
"310","Javiera","Iriarte","Auxiliar de Servicios Part-Time","522.00","2","2024-01-05"
"311","Pepe","Rivas","Auxiliar de Servicios Part-Time","522.00","2","2022-01-16"
"312","Yolanda","Giner","Reponedor Part-Time","522.00","2","2017-04-03"
"313","Belén","Prada","Reponedor","1440.08","2","2020-09-30"
"314","Esteban","Aller","Encargado de almacén","2045.34","2","2020-05-17"
"315","América","Ojeda","Encargado de cajas","2288.31","2","2015-12-14"
"316","Micaela","Esteban","Asistente de recursos humanos","2520.54","2","2015-04-06"
"317","Juan José","Baños","Encargado de almacén","2217.79","2","2019-10-11"
"318","Calisto","León","Cajero Part-Time","522.00","2","2018-09-19"
"319","Apolonia","Bayona","Auxiliar de Servicios","1738.07","2","2024-04-21"
"320","Lorenzo","Garcés","Reponedor Part-Time","522.00","2","2015-08-26"
"321","Antonio","Echeverría","Auxiliar de Servicios Part-Time","522.00","2","2023-07-16"
"322","Mamen","Fajardo","Asistente de recursos humanos","2807.61","2","2018-01-18"
"323","Ceferino","Verdugo","Auxiliar de Servicios","1303.83","2","2022-12-31"
"324","Lorena","Moya","Auxiliar de Servicios","1237.62","2","2020-04-30"
"325","Juan José","Ferrera","Gerente de tienda","4007.76","2","2022-02-02"
"326","Nidia","Monreal","Cajero","1567.51","2","2017-07-06"
"327","Melania","Sobrino","Asistente de recursos humanos","2480.76","2","2018-08-07"
"328","Lupita","Rueda","Encargado de almacén","1927.85","2","2022-04-03"
"329","Dionisia","Palmer","Encargado de cajas","2160.39","2","2021-01-24"
"330","Gervasio","Boix","Auxiliar de Servicios Part-Time","522.00","2","2020-10-20"
"331","Amílcar","Acosta","Cajero","1449.22","2","2017-09-25"
"332","Nereida","Vizcaíno","Asistente de recursos humanos","2309.16","2","2022-04-12"
"333","Epifanio","Valls","Encargado de cajas","2457.64","2","2016-12-25"
"334","Anselmo","Ribes","Reponedor","1310.09","2","2020-06-05"
"335","Darío","Lladó","Gerente de tienda","4661.52","2","2018-05-13"
"336","Teodoro","Vélez","Supervisor de tienda","3209.85","2","2022-10-18"
"337","Ricarda","Pedrosa","Encargado de almacén","1867.64","2","2023-11-14"
"338","Isabela","Romero","Auxiliar de Servicios","1262.82","2","2021-06-25"
"339","Leticia","Cabeza","Cajero","1761.03","2","2016-10-09"
"340","Laura","Aller","Reponedor","1798.53","2","2023-09-17"
"341","Nacho","Pinto","Reponedor","1389.08","2","2015-12-16"
"342","Amado","Fabregat","Encargado de cajas","2341.15","2","2017-03-28"
"343","Ariadna","Téllez","Asistente de recursos humanos","2946.79","2","2017-07-25"
"344","Chema","Gonzalo","Reponedor","1510.96","2","2024-05-21"
"345","Víctor","Pozuelo","Reponedor Part-Time","522.00","2","2024-05-23"
"346","Adán","Alegre","Reponedor","1271.99","2","2016-03-28"
"347","Ángela","Alemán","Cajero Part-Time","522.00","2","2016-03-26"
"348","Clementina","Bautista","Encargado de cajas","1870.29","2","2019-06-21"
"349","Martín","Lobato","Cajero","1775.04","2","2015-12-28"
"350","Mauricio","Teruel","Encargado de almacén","1878.30","2","2023-10-19"
"351","Mauricio","Busquets","Asistente de recursos humanos","2836.83","2","2019-04-14"
"352","León","Mate","Gerente de tienda","4116.09","2","2019-07-01"
"353","Vilma","Mate","Auxiliar de Servicios Part-Time","522.00","2","2020-09-15"
"354","Vasco","Calderón","Supervisor de tienda","3446.59","2","2017-11-26"
"355","Nazario","Velasco","Auxiliar de Servicios Part-Time","522.00","2","2022-09-29"
"356","Régulo","Vaquero","Asistente de recursos humanos","2158.50","2","2015-03-25"
"357","Jose Francisco","Rey","Auxiliar de Servicios","1669.42","2","2016-05-05"
"358","Laura","Rincón","Encargado de almacén","2017.31","2","2018-09-12"
"359","Pepita","Avilés","Auxiliar de Servicios","1788.24","2","2025-03-22"
"360","Gracia","Maestre","Asistente de recursos humanos","2541.11","2","2020-12-04"
"361","Heriberto","Izaguirre","Asistente de recursos humanos","2405.72","2","2021-02-18"
"362","Noemí","Gallego","Cajero","1405.40","2","2017-03-20"
"363","Andrés","Quero","Reponedor","1725.83","2","2018-10-18"
"364","Margarita","Villaverde","Encargado de cajas","1841.14","2","2019-06-15"
"365","Angelina","Recio","Encargado de almacén","1998.64","2","2020-06-29"
"366","Ágata","Durán","Encargado de cajas","2348.57","2","2019-02-27"
"367","Bartolomé","Quevedo","Reponedor","1549.19","2","2018-03-19"
"368","Eugenia","Salamanca","Cajero","1441.13","2","2020-05-23"
